iddomicilio;calle;altura;entrecalle1;entrecalle2;idbarrio
2163;AV DE LOS CONSTITUYE;475;AV COMODORO PY      ;AV CDORO MARTIN RIVA;6
2164;AV CABILDO          ;4176;AV ALBARELLOS       ;AV BOYACA           ;10
2165;AV 27 DE FEBRERO    ;2918;AV CHICLANA         ;AV CHORROARIN       ;14
2166;AV AVELLANEDA       ;2919;AV ALVEAR           ;AV CARLOS J FINLAY  ;14
2167;AV BELGRANO         ;154;AV DEL BARCO CENTENE;AV DE LOS CORRALES  ;6
2168;AV COLOMBIA         ;4563;AV BELGRANO         ;AV BRUIX            ;11
2169;AV DEL BARCO CENTENE;191;AV CNL DIAZ         ;AV ALVAREZ JONTE BAJ;6
2170;AV CORBETA URUGUAY  ;14;AV ALVAREZ JONTE BAJ;AV DIAZ VELEZ       ;10
2171;AV CNL ROCA         ;3069;AV CORDOBA          ;AV ALVAREZ JONTE    ;6
2172;AV COLOMBIA         ;2236;AV DE LOS CORRALES  ;AV CORBETA URUGUAY  ;12
2173;AV ASAMBLEA         ;876;AV ALMAFUERTE       ;AV DE LOS CONSTITUYE;11
2174;AV CDORO MARTIN RIVA;428;AV CANONIGO MIGUEL C;AV CRISOLOGO LARRALD;7
2175;AV CHICLANA         ;3462;AV BOEDO            ;AV CANONIGO MIGUEL C;2
2176;AV CORRIENTES       ;2353;AV CNL CARDENAS     ;AV 27 DE FEBRERO    ;14
2177;AV DE LAS CABALLERIZ;2376;AV ALVAREZ JONTE BAJ;AV DE LOS INMIGRANTE;10
2178;AV ALMTE BROWN      ;80;AV ALVAREZ JONTE BAJ;AV DE LOS CORRALES  ;3
2179;AV CARLOS J FINLAY  ;1799;AV DE LA RABIDA     ;AV CHICLANA         ;2
2180;AV COSTANERA INT HER;3488;AV ALMAFUERTE       ;AV CORBETA URUGUAY  ;12
2181;AV BOEDO            ;3546;AV ALMTE BROWN      ;AV DARACT           ;11
2182;AV DE LOS CONSTITUYE;3683;AV DEL CAMPO        ;AV BOEDO            ;6
2183;AV DE LA RABIDA     ;1932;AV COMODORO PY      ;AV DEL CAMPO        ;10
2184;AV DIAZ VELEZ       ;2256;AV CHORROARIN       ;AV ALVAREZ JONTE    ;11
2185;AV BOEDO            ;1780;AV CNL CARDENAS     ;AV CNL DIAZ         ;2
2186;AV ASAMBLEA         ;2915;AV BRUIX            ;AV DARACT           ;3
2187;AV BRUIX            ;687;AV DERQUI           ;AV DARACT           ;13
2188;AV DE LOS INMIGRANTE;3843;AV ALVAREZ JONTE    ;AV COSTANERA RAFAEL ;1
2189;AV DE LOS CORRALES  ;4034;AV DIRECTORIO       ;AV CANONIGO MIGUEL C;11
2190;AV CARLOS J FINLAY  ;1264;AV BRUIX            ;AV DE LOS CONSTITUYE;8
2191;AV BOYACA           ;188;AV CNL DIAZ         ;AV DE MAYO          ;6
2192;AV ALVAREZ JONTE BAJ;3167;AV BOEDO            ;AV COBO             ;3
2193;AV CNL ROCA         ;4463;AV DE LOS ITALIANOS ;AV CNL DIAZ         ;2
2194;AV ASAMBLEA         ;3167;AV BOEDO            ;AV ASTURIAS         ;2
2195;AV CALLAO           ;4670;AV ASTURIAS         ;AV ALVAREZ JONTE    ;10
2196;AV CORDOBA          ;1080;AV AVELLANEDA       ;AV BELISARIO ROLDAN ;13
2197;AV CORRIENTES       ;4011;AV CHICLANA         ;AV ARGENTINA        ;9
2198;AV COSTANERA INT HER;1599;AV CNL CARDENAS     ;AV CRISOLOGO LARRALD;7
2199;AV ALVEAR           ;4043;AV CURAPALIGUE      ;AV ASAMBLEA         ;13
2200;AV DIAZ VELEZ       ;3159;AV COBO             ;AV DEL CAMPO        ;5
2201;AV DEL FOMENTISTA   ;2858;AV CARLOS J FINLAY  ;AV BELGRANO         ;13
2202;AV CABILDO          ;1377;AV ALVAREZ THOMAS   ;AV ADOLFO BERRO     ;6
2203;AV DIAZ VELEZ       ;4279;AV DIRECTORIO       ;AV ALVEAR           ;7
2204;AV CURAPALIGUE      ;3900;AV CASEROS          ;AV ALVAREZ JONTE    ;4
2205;AV DE LOS CORRALES  ;55;AV DERQUI           ;AV CORDOBA          ;11
2206;AV CASARES          ;4177;AV ASAMBLEA         ;AV ADOLFO BERRO     ;2
2207;AV DE LOS ITALIANOS ;2645;AV ASTURIAS         ;AV AMANCIO ALCORTA  ;14
2208;AV CASEROS          ;3079;AV CHORROARIN       ;AV CARLOS J FINLAY  ;3
2209;AV ASAMBLEA         ;2329;AV CNL CARDENAS     ;AV DEL FOMENTISTA   ;11
2210;AV ARGENTINA        ;862;AV CORRIENTES       ;AV DIAZ VELEZ       ;9
2211;AV CNL ROCA         ;512;AV CALLAO           ;AV ALMAFUERTE       ;13
2212;AV ARGENTINA        ;4581;AV ASTURIAS         ;AV CHICLANA         ;10
2213;AV BRUIX            ;647;AV DEL BARCO CENTENE;AV CALLAO           ;2
2214;AV DEL BARCO CENTENE;2259;AV CNL DIAZ         ;AV CASEROS          ;8
2215;AV CANONIGO MIGUEL C;4263;AV BOYACA           ;AV COBO             ;11
2216;AV BOYACA           ;2255;AV BELISARIO ROLDAN ;AV CANONIGO MIGUEL C;7
2217;AV ALBARELLOS       ;2021;AV DEL LIBERTADOR   ;AV ALVAREZ THOMAS   ;3
2218;AV CARLOS J FINLAY  ;2881;AV CASARES          ;AV ASAMBLEA         ;4
2219;AV DE LA RABIDA     ;1112;AV DIAZ VELEZ       ;AV ALVAREZ JONTE    ;1
2220;AV DE MAYO          ;420;AV BOYACA           ;AV ASAMBLEA         ;4
2221;AV CNL CARDENAS     ;3580;AV CNL DIAZ         ;AV ALMTE BROWN      ;11
2222;AV COSTANERA INT HER;388;AV CHICLANA         ;AV DE LOS INCAS     ;5
2223;AV DE LOS INCAS     ;3474;AV DERQUI           ;AV CARABOBO         ;12
2224;AV DE LA RABIDA     ;470;AV ALVAREZ THOMAS   ;AV 9 DE JULIO       ;3
2225;AV 27 DE FEBRERO    ;2099;AV DE LOS INMIGRANTE;AV CANONIGO MIGUEL C;7
2226;AV DEL CAMPO        ;744;AV 27 DE FEBRERO    ;AV CARLOS J FINLAY  ;4
2227;AV ALVAREZ JONTE BAJ;514;AV BELISARIO ROLDAN ;AV DEL LIBERTADOR   ;10
2228;AV CARABOBO         ;1696;AV DIRECTORIO       ;AV DEL BARCO CENTENE;2
2229;AV COSTANERA RAFAEL ;33;AV BRUIX            ;AV COSTANERA RAFAEL ;8
2230;AV DE LA RABIDA     ;1390;AV ASAMBLEA         ;AV DIRECTORIO       ;8
2231;AV ARGENTINA        ;4714;AV CNL CARDENAS     ;AV ALBARELLOS       ;3
2232;AV DE LA RABIDA     ;262;AV ALVAREZ JONTE    ;AV CORDOBA          ;12
2233;AV DE LOS CORRALES  ;3027;AV BOEDO            ;AV CNL ROCA         ;14
2234;AV CRISOLOGO LARRALD;4888;AV CNL NICETO VEGA  ;AV CNL CARDENAS     ;12
2235;AV DEL LIBERTADOR   ;2924;AV DE LOS INCAS     ;AV DEL FOMENTISTA   ;1
2236;AV DE LOS INMIGRANTE;4885;AV CNL CARDENAS     ;AV CASEROS          ;8
2237;AV ALMTE BROWN      ;3328;AV DERQUI           ;AV 27 DE FEBRERO    ;2
2238;AV ARGENTINA        ;1114;AV DE LOS ITALIANOS ;AV DE MAYO          ;6
2239;AV CANONIGO MIGUEL C;4594;AV ARGENTINA        ;AV DERQUI           ;14
2240;AV ALVAREZ THOMAS   ;1646;AV COBO             ;AV CABILDO          ;11
2241;AV DIAZ VELEZ       ;3706;AV COLOMBIA         ;AV CORBETA URUGUAY  ;3
2242;AV BOYACA           ;272;AV ALVAREZ JONTE BAJ;AV DEL LIBERTADOR   ;8
2243;AV ALVAREZ JONTE BAJ;1863;AV DIRECTORIO       ;AV COSTANERA RAFAEL ;2
2244;AV CDORO MARTIN RIVA;1064;AV DEL CAMPO        ;AV ADOLFO BERRO     ;5
2245;AV BRUIX            ;4319;AV DEL FOMENTISTA   ;AV DIAZ VELEZ       ;12
2246;AV BOEDO            ;612;AV CASARES          ;AV ASAMBLEA         ;5
2247;AV ALVAREZ JONTE    ;4144;AV CABILDO          ;AV BRUIX            ;3
2248;AV DIAZ VELEZ       ;3758;AV CORBETA URUGUAY  ;AV ALMAFUERTE       ;9
2249;AV ALBARELLOS       ;695;AV ARGENTINA        ;AV 27 DE FEBRERO    ;14
2250;AV CRISOLOGO LARRALD;4220;AV BRUIX            ;AV BELGRANO         ;13
2251;AV 9 DE JULIO       ;1679;AV ALVEAR           ;AV ALVAREZ THOMAS   ;5
2252;AV 27 DE FEBRERO    ;3898;AV ALVAREZ JONTE BAJ;AV CURAPALIGUE      ;11
2253;AV DEL CAMPO        ;3996;AV CORBETA URUGUAY  ;AV CARLOS J FINLAY  ;11
2254;AV BELISARIO ROLDAN ;4968;AV DEL LIBERTADOR   ;AV 27 DE FEBRERO    ;3
2255;AV CNL CARDENAS     ;4150;AV AVELLANEDA       ;AV CHORROARIN       ;11
2256;AV 27 DE FEBRERO    ;719;AV ALMAFUERTE       ;AV DIAZ VELEZ       ;9
2257;AV DE MAYO          ;891;AV COSTANERA RAFAEL ;AV ARGENTINA        ;4
2258;AV DE LA RABIDA     ;2201;AV CDORO MARTIN RIVA;AV BOYACA           ;11
2259;AV CURAPALIGUE      ;577;AV CABILDO          ;AV DE LOS ITALIANOS ;1
2260;AV ALVEAR           ;3703;AV AVELLANEDA       ;AV CURAPALIGUE      ;6
2261;AV CHORROARIN       ;2319;AV DERQUI           ;AV CNL NICETO VEGA  ;14
2262;AV COSTANERA RAFAEL ;2643;AV ASTURIAS         ;AV AMANCIO ALCORTA  ;8
2263;AV DERQUI           ;2588;AV AVELLANEDA       ;AV 27 DE FEBRERO    ;12
2264;AV DE MAYO          ;2525;AV CDORO MARTIN RIVA;AV DERQUI           ;5
2265;AV CRISOLOGO LARRALD;4217;AV DE LOS CORRALES  ;AV CRISOLOGO LARRALD;14
2266;AV DE LA RABIDA     ;2292;AV CASEROS          ;AV COBO             ;9
2267;AV CHICLANA         ;1846;AV ALVAREZ JONTE BAJ;AV DE LOS CORRALES  ;7
2268;AV DEL CAMPO        ;1807;AV COBO             ;AV CURAPALIGUE      ;3
2269;AV CNL CARDENAS     ;941;AV ASTURIAS         ;AV CDORO MARTIN RIVA;12
2270;AV CASEROS          ;2740;AV CANONIGO MIGUEL C;AV CORDOBA          ;2
2271;AV ALVAREZ JONTE    ;4384;AV DEL LIBERTADOR   ;AV CORRIENTES       ;1
2272;AV DE LOS CONSTITUYE;1809;AV ASTURIAS         ;AV BRUIX            ;2
2273;AV ALVAREZ THOMAS   ;3439;AV ALMTE BROWN      ;AV DE LAS CABALLERIZ;12
2274;AV ALMAFUERTE       ;4885;AV CRISOLOGO LARRALD;AV CNL DIAZ         ;11
2275;AV CORDOBA          ;1832;AV DIRECTORIO       ;AV CNL CARDENAS     ;1
2276;AV DERQUI           ;3309;AV AMANCIO ALCORTA  ;AV ALMAFUERTE       ;12
2277;AV ALMTE BROWN      ;1084;AV CORBETA URUGUAY  ;AV CNL ROCA         ;10
2278;AV BELISARIO ROLDAN ;981;AV COBO             ;AV ALMAFUERTE       ;11
2279;AV ALVAREZ JONTE BAJ;856;AV AMANCIO ALCORTA  ;AV CRISOLOGO LARRALD;3
2280;AV CORDOBA          ;282;AV CHORROARIN       ;AV CURAPALIGUE      ;11
2281;AV CORBETA URUGUAY  ;121;AV CANONIGO MIGUEL C;AV CASEROS          ;4
2282;AV DIAZ VELEZ       ;37;AV ALVAREZ THOMAS   ;AV DEL CAMPO        ;3
2283;AV ALBARELLOS       ;3543;AV CARABOBO         ;AV ALVAREZ JONTE BAJ;10
2284;AV BELISARIO ROLDAN ;190;AV AVELLANEDA       ;AV CORRIENTES       ;11
2285;AV DE LOS INCAS     ;408;AV BRUIX            ;AV COBO             ;9
2286;AV BOEDO            ;2930;AV DEL BARCO CENTENE;AV DEL CAMPO        ;4
2287;AV DE LA RABIDA     ;2147;AV ALVEAR           ;AV DE LOS ITALIANOS ;3
2288;AV DEL CAMPO        ;2658;AV COLOMBIA         ;AV ADOLFO BERRO     ;6
2289;AV ALVEAR           ;2591;AV DE LOS ITALIANOS ;AV COBO             ;12
2290;AV CABILDO          ;1154;AV CNL NICETO VEGA  ;AV ALMAFUERTE       ;12
2291;AV CHICLANA         ;2891;AV CARABOBO         ;AV ALBARELLOS       ;2
2292;AV DE LOS INMIGRANTE;2505;AV CABILDO          ;AV CARLOS J FINLAY  ;11
2293;AV DE LOS INCAS     ;2632;AV DEL FOMENTISTA   ;AV CORBETA URUGUAY  ;6
2294;AV CDORO MARTIN RIVA;4815;AV DE LAS CABALLERIZ;AV 9 DE JULIO       ;13
2295;AV DE LOS CORRALES  ;509;AV DE LA RABIDA     ;AV DE LAS CABALLERIZ;7
2296;AV ALBARELLOS       ;1397;AV ASAMBLEA         ;AV ALBARELLOS       ;2
2297;AV ALBARELLOS       ;776;AV DE LOS CORRALES  ;AV DIAZ VELEZ       ;10
2298;AV 9 DE JULIO       ;2198;AV DE LOS CONSTITUYE;AV CNL CARDENAS     ;12
2299;AV DE LOS ITALIANOS ;2476;AV CNL DIAZ         ;AV CNL NICETO VEGA  ;10
2300;AV CABILDO          ;759;AV BOEDO            ;AV CNL CARDENAS     ;1
2301;AV DE LOS ITALIANOS ;2718;AV CANONIGO MIGUEL C;AV ALMAFUERTE       ;11
2302;AV ALVAREZ JONTE    ;1807;AV DE LOS CONSTITUYE;AV CRISOLOGO LARRALD;9
2303;AV CNL DIAZ         ;3272;AV ALVAREZ JONTE    ;AV DE LOS CONSTITUYE;9
2304;AV DE LOS ITALIANOS ;3040;AV ALVAREZ JONTE BAJ;AV BELISARIO ROLDAN ;12
2305;AV DE LOS ITALIANOS ;4398;AV CNL NICETO VEGA  ;AV DE LA RABIDA     ;5
2306;AV DEL BARCO CENTENE;174;AV ALBARELLOS       ;AV DE MAYO          ;3
2307;AV CDORO MARTIN RIVA;1929;AV CORDOBA          ;AV DE LOS ITALIANOS ;12
2308;AV DE LOS INCAS     ;4171;AV CANONIGO MIGUEL C;AV ALMTE BROWN      ;14
2309;AV CALLAO           ;4891;AV AMANCIO ALCORTA  ;AV AVELLANEDA       ;14
2310;AV DEL LIBERTADOR   ;4837;AV CHORROARIN       ;AV CABILDO          ;7
2311;AV DEL LIBERTADOR   ;1209;AV BRUIX            ;AV COBO             ;10
2312;AV DE LAS CABALLERIZ;1732;AV DEL CAMPO        ;AV DARACT           ;7
2313;AV CHORROARIN       ;4303;AV CNL CARDENAS     ;AV CASARES          ;14
2314;AV DE LOS CONSTITUYE;4918;AV DE LOS INMIGRANTE;AV DEL BARCO CENTENE;13
2315;AV BELGRANO         ;755;AV CNL CARDENAS     ;AV COBO             ;2
2316;AV CDORO MARTIN RIVA;3175;AV ALVAREZ JONTE BAJ;AV ALVEAR           ;10
2317;AV CARABOBO         ;1154;AV 9 DE JULIO       ;AV CASEROS          ;6
2318;AV CABILDO          ;1360;AV 27 DE FEBRERO    ;AV DIRECTORIO       ;14
2319;AV ALBARELLOS       ;3724;AV DEL LIBERTADOR   ;AV COBO             ;13
2320;AV ADOLFO BERRO     ;1728;AV CURAPALIGUE      ;AV CNL CARDENAS     ;14
2321;AV CANONIGO MIGUEL C;3726;AV CASEROS          ;AV ALMTE BROWN      ;8
2322;AV ASTURIAS         ;3474;AV DERQUI           ;AV DARACT           ;8
2323;AV DEL LIBERTADOR   ;3903;AV ALMTE BROWN      ;AV COMODORO PY      ;1
2324;AV CHICLANA         ;1212;AV DE LA RABIDA     ;AV ASAMBLEA         ;14
2325;AV ALMAFUERTE       ;16;AV BELISARIO ROLDAN ;AV CASARES          ;14
2326;AV AVELLANEDA       ;256;AV COLOMBIA         ;AV DE LOS INCAS     ;10
2327;AV ALMTE BROWN      ;4509;AV DEL CAMPO        ;AV DEL BARCO CENTENE;14
2328;AV 9 DE JULIO       ;373;AV DE LOS CONSTITUYE;AV CNL DIAZ         ;2
2329;AV DE LOS INMIGRANTE;4565;AV 9 DE JULIO       ;AV CHICLANA         ;2
2330;AV CURAPALIGUE      ;1;AV BELISARIO ROLDAN ;AV ALMAFUERTE       ;8
2331;AV CABILDO          ;2780;AV DEL BARCO CENTENE;AV COBO             ;5
2332;AV DIRECTORIO       ;4548;AV ASAMBLEA         ;AV BOYACA           ;8
2333;AV CALLAO           ;4950;AV CHICLANA         ;AV ARGENTINA        ;10
2334;AV CNL CARDENAS     ;236;AV BRUIX            ;AV DEL BARCO CENTENE;7
2335;AV BELGRANO         ;4403;AV ASAMBLEA         ;AV CARLOS J FINLAY  ;14
2336;AV CDORO MARTIN RIVA;3261;AV COBO             ;AV DARACT           ;13
2337;AV CANONIGO MIGUEL C;3589;AV CABILDO          ;AV CDORO MARTIN RIVA;1
2338;AV 27 DE FEBRERO    ;2234;AV ALMTE BROWN      ;AV BELGRANO         ;13
2339;AV CNL CARDENAS     ;4294;AV DEL CAMPO        ;AV COSTANERA INT HER;7
2340;AV DE LOS INMIGRANTE;1209;AV ALVAREZ JONTE    ;AV CORRIENTES       ;7
2341;AV DARACT           ;362;AV DE LOS ITALIANOS ;AV DE LOS CORRALES  ;9
2342;AV ALMTE BROWN      ;3710;AV DE LA RABIDA     ;AV DE LOS ITALIANOS ;6
2343;AV AMANCIO ALCORTA  ;2260;AV DE LOS INMIGRANTE;AV CARLOS J FINLAY  ;4
2344;AV ARGENTINA        ;815;AV CASARES          ;AV DE LOS INCAS     ;8
2345;AV ADOLFO BERRO     ;919;AV COMODORO PY      ;AV DERQUI           ;2
2346;AV DE LAS CABALLERIZ;554;AV COMODORO PY      ;AV ALVEAR           ;1
2347;AV ALMTE BROWN      ;802;AV COBO             ;AV CRISOLOGO LARRALD;13
2348;AV ASAMBLEA         ;3818;AV DE LAS CABALLERIZ;AV ALMTE BROWN      ;3
2349;AV 27 DE FEBRERO    ;1818;AV AMANCIO ALCORTA  ;AV COMODORO PY      ;3
2350;AV DE LOS INCAS     ;2814;AV COLOMBIA         ;AV AMANCIO ALCORTA  ;11
2351;AV DEL CAMPO        ;2518;AV ALMTE BROWN      ;AV CARABOBO         ;5
2352;AV DE LOS ITALIANOS ;2588;AV CNL CARDENAS     ;AV ARGENTINA        ;11
2353;AV DE MAYO          ;1229;AV BELISARIO ROLDAN ;AV CANONIGO MIGUEL C;9
2354;AV DEL FOMENTISTA   ;2374;AV BELISARIO ROLDAN ;AV ALVAREZ THOMAS   ;2
2355;AV CHORROARIN       ;1407;AV CASARES          ;AV BOYACA           ;11
2356;AV CURAPALIGUE      ;4656;AV ADOLFO BERRO     ;AV ALVAREZ JONTE BAJ;2
2357;AV BRUIX            ;4703;AV CARLOS J FINLAY  ;AV ALMAFUERTE       ;4
2358;AV DE LOS INCAS     ;4626;AV ADOLFO BERRO     ;AV DE LOS CORRALES  ;3
2359;AV CANONIGO MIGUEL C;3808;AV CORBETA URUGUAY  ;AV CORBETA URUGUAY  ;12
2360;AV DIAZ VELEZ       ;68;AV CHORROARIN       ;AV ALVEAR           ;1
2361;AV BELISARIO ROLDAN ;4431;AV DIAZ VELEZ       ;AV DE LOS INCAS     ;7
2362;AV DEL LIBERTADOR   ;882;AV BELGRANO         ;AV BOYACA           ;7
2363;AV DE LOS CONSTITUYE;1020;AV BOYACA           ;AV CNL DIAZ         ;11
2364;AV DE LOS ITALIANOS ;1793;AV DEL FOMENTISTA   ;AV ALVAREZ JONTE    ;10
2365;AV CNL CARDENAS     ;1269;AV AMANCIO ALCORTA  ;AV BOEDO            ;3
2366;AV DE LOS CONSTITUYE;1394;AV CARLOS J FINLAY  ;AV ALVAREZ JONTE    ;12
2367;AV CASARES          ;162;AV DE LOS CONSTITUYE;AV ARGENTINA        ;1
2368;AV CNL NICETO VEGA  ;4184;AV DE MAYO          ;AV ALVAREZ JONTE    ;13
2369;AV DEL CAMPO        ;2996;AV DARACT           ;AV BRUIX            ;8
2370;AV ALVAREZ JONTE BAJ;1019;AV DE LOS INMIGRANTE;AV COSTANERA RAFAEL ;8
2371;AV DE LOS CONSTITUYE;149;AV CANONIGO MIGUEL C;AV CASARES          ;9
2372;AV DE LAS CABALLERIZ;2850;AV CANONIGO MIGUEL C;AV DEL CAMPO        ;13
2373;AV ALVAREZ JONTE    ;4474;AV CDORO MARTIN RIVA;AV CALLAO           ;3
2374;AV ADOLFO BERRO     ;110;AV DE LOS ITALIANOS ;AV ALMTE BROWN      ;2
2375;AV ALVAREZ JONTE BAJ;3376;AV COSTANERA RAFAEL ;AV CURAPALIGUE      ;11
2376;AV CORRIENTES       ;3705;AV COBO             ;AV CALLAO           ;13
2377;AV CNL ROCA         ;3741;AV ALVAREZ JONTE    ;AV CASEROS          ;6
2378;AV BOYACA           ;156;AV DERQUI           ;AV DE LAS CABALLERIZ;6
2379;AV ASTURIAS         ;1701;AV CNL DIAZ         ;AV CARLOS J FINLAY  ;7
2380;AV CNL NICETO VEGA  ;1334;AV CHICLANA         ;AV CALLAO           ;10
2381;AV BOYACA           ;3893;AV ALBARELLOS       ;AV CALLAO           ;1
2382;AV ASAMBLEA         ;3111;AV CALLAO           ;AV DARACT           ;12
2383;AV ASTURIAS         ;1483;AV CASARES          ;AV CABILDO          ;4
2384;AV AVELLANEDA       ;4086;AV ALMAFUERTE       ;AV CNL CARDENAS     ;11
2385;AV DE LA RABIDA     ;910;AV DARACT           ;AV ALVAREZ JONTE BAJ;7
2386;AV DE LOS CORRALES  ;2214;AV CORBETA URUGUAY  ;AV DE LOS CONSTITUYE;8
2387;AV BOYACA           ;2984;AV ASTURIAS         ;AV CARLOS J FINLAY  ;1
2388;AV DEL CAMPO        ;4810;AV ALVAREZ JONTE BAJ;AV COBO             ;4
2389;AV CNL NICETO VEGA  ;4525;AV CORDOBA          ;AV CHORROARIN       ;13
2390;AV CHORROARIN       ;2875;AV DEL BARCO CENTENE;AV ARGENTINA        ;5
2391;AV BRUIX            ;164;AV COSTANERA RAFAEL ;AV AMANCIO ALCORTA  ;9
2392;AV ALVAREZ THOMAS   ;260;AV DE MAYO          ;AV CALLAO           ;9
2393;AV ARGENTINA        ;2811;AV DARACT           ;AV COMODORO PY      ;6
2394;AV AVELLANEDA       ;351;AV ADOLFO BERRO     ;AV CRISOLOGO LARRALD;11
2395;AV COSTANERA INT HER;960;AV CHICLANA         ;AV CORDOBA          ;13
2396;AV ALMAFUERTE       ;4920;AV COMODORO PY      ;AV CNL DIAZ         ;13
2397;AV CDORO MARTIN RIVA;2413;AV COSTANERA RAFAEL ;AV DE LOS ITALIANOS ;6
2398;AV CORBETA URUGUAY  ;1742;AV CABILDO          ;AV COSTANERA INT HER;11
2399;AV ALVAREZ JONTE BAJ;1066;AV DARACT           ;AV DERQUI           ;12
2400;AV COMODORO PY      ;4269;AV CHICLANA         ;AV CORDOBA          ;9
2401;AV DEL LIBERTADOR   ;2556;AV DE LA RABIDA     ;AV DE MAYO          ;10
2402;AV CHICLANA         ;3805;AV COSTANERA INT HER;AV ALMAFUERTE       ;3
2403;AV COSTANERA RAFAEL ;714;AV DE LOS INMIGRANTE;AV ALVAREZ JONTE BAJ;11
2404;AV DE LOS CONSTITUYE;702;AV ADOLFO BERRO     ;AV DE LOS ITALIANOS ;13
2405;AV CORDOBA          ;856;AV CNL DIAZ         ;AV CHICLANA         ;5
2406;AV ALMAFUERTE       ;2713;AV DE LAS CABALLERIZ;AV CASEROS          ;8
2407;AV CASARES          ;2749;AV BRUIX            ;AV DERQUI           ;11
2408;AV DEL FOMENTISTA   ;2565;AV DIAZ VELEZ       ;AV DEL BARCO CENTENE;7
2409;AV CORDOBA          ;3348;AV BOEDO            ;AV DE LOS ITALIANOS ;6
2410;AV CNL DIAZ         ;4210;AV CALLAO           ;AV CURAPALIGUE      ;6
2411;AV CORBETA URUGUAY  ;4641;AV CARLOS J FINLAY  ;AV 27 DE FEBRERO    ;12
2412;AV DE LOS CORRALES  ;1369;AV DEL LIBERTADOR   ;AV ALMAFUERTE       ;11
2413;AV DE LA RABIDA     ;1395;AV CORBETA URUGUAY  ;AV 27 DE FEBRERO    ;9
2414;AV DEL BARCO CENTENE;796;AV COSTANERA RAFAEL ;AV BOYACA           ;14
2415;AV CABILDO          ;3076;AV CNL DIAZ         ;AV ARGENTINA        ;6
2416;AV CORRIENTES       ;150;AV DEL CAMPO        ;AV ALVAREZ JONTE    ;4
2417;AV CORBETA URUGUAY  ;847;AV CANONIGO MIGUEL C;AV DE LOS CONSTITUYE;13
2418;AV DE LOS ITALIANOS ;2975;AV CNL ROCA         ;AV ARGENTINA        ;12
2419;AV DE LOS ITALIANOS ;4581;AV 27 DE FEBRERO    ;AV ALVAREZ JONTE BAJ;6
2420;AV COBO             ;380;AV COSTANERA RAFAEL ;AV DEL BARCO CENTENE;12
2421;AV BELGRANO         ;4840;AV ALMTE BROWN      ;AV CASARES          ;11
2422;AV CARABOBO         ;4059;AV BOEDO            ;AV CNL NICETO VEGA  ;1
2423;AV CNL DIAZ         ;3210;AV DE LOS ITALIANOS ;AV CNL CARDENAS     ;9
2424;AV BOYACA           ;4217;AV BOEDO            ;AV DE MAYO          ;8
2425;AV DE MAYO          ;2847;AV ALVAREZ THOMAS   ;AV ALMTE BROWN      ;8
2426;AV DE LAS CABALLERIZ;4465;AV COLOMBIA         ;AV ALBARELLOS       ;6
2427;AV ALVAREZ JONTE    ;268;AV DERQUI           ;AV CNL DIAZ         ;9
2428;AV CHORROARIN       ;1465;AV DE MAYO          ;AV CNL DIAZ         ;6
2429;AV DE LA RABIDA     ;3510;AV DE LA RABIDA     ;AV ARGENTINA        ;5
2430;AV CORRIENTES       ;1198;AV DEL BARCO CENTENE;AV BOYACA           ;14
2431;AV COLOMBIA         ;1576;AV ALMTE BROWN      ;AV ASTURIAS         ;10
2432;AV CHORROARIN       ;478;AV ASAMBLEA         ;AV BOEDO            ;13
2433;AV CNL DIAZ         ;4772;AV CALLAO           ;AV CNL DIAZ         ;6
2434;AV COMODORO PY      ;2683;AV DIRECTORIO       ;AV DEL CAMPO        ;4
2435;AV DE LOS CONSTITUYE;2755;AV ARGENTINA        ;AV CARABOBO         ;4
2436;AV COSTANERA INT HER;2326;AV DIRECTORIO       ;AV ADOLFO BERRO     ;12
2437;AV CNL ROCA         ;1823;AV DEL CAMPO        ;AV ASTURIAS         ;10
2438;AV ALBARELLOS       ;4554;AV CORDOBA          ;AV AVELLANEDA       ;5
2439;AV ALBARELLOS       ;3077;AV ALVAREZ THOMAS   ;AV CORBETA URUGUAY  ;3
2440;AV ALVAREZ THOMAS   ;3568;AV COLOMBIA         ;AV DE LOS ITALIANOS ;10
2441;AV ASAMBLEA         ;1444;AV DARACT           ;AV AMANCIO ALCORTA  ;4
2442;AV CORBETA URUGUAY  ;1314;AV CALLAO           ;AV DE LAS CABALLERIZ;11
2443;AV DE LOS INMIGRANTE;3154;AV CASARES          ;AV DE LAS CABALLERIZ;11
2444;AV ALMAFUERTE       ;2467;AV DEL BARCO CENTENE;AV DE MAYO          ;4
2445;AV DE LAS CABALLERIZ;3522;AV DE LOS INMIGRANTE;AV CNL DIAZ         ;12
2446;AV CASEROS          ;3559;AV COMODORO PY      ;AV DERQUI           ;1
2447;AV ASAMBLEA         ;2636;AV CALLAO           ;AV DEL FOMENTISTA   ;11
2448;AV ADOLFO BERRO     ;1112;AV ALVAREZ JONTE BAJ;AV ASTURIAS         ;11
2449;AV ASAMBLEA         ;3530;AV CURAPALIGUE      ;AV ARGENTINA        ;13
2450;AV ALVAREZ JONTE BAJ;4525;AV CNL CARDENAS     ;AV DE LOS ITALIANOS ;1
2451;AV CASEROS          ;4609;AV ALVAREZ THOMAS   ;AV CNL DIAZ         ;11
2452;AV ALVEAR           ;4517;AV CASARES          ;AV ALVAREZ JONTE    ;1
